DraftYear,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,PasAtt,PasYds,PasTD,Int,RusAtt,RusYds,RusTD,Rec,RecYds,RecTD,Solo,DefInt,Sk,College/Univ
2018,1,7,BUF,Josh Allen,QB,22,2023,0,3,5,83,83,94,1989,3145,22703,167,78,657,3611,53,1,12,1,4,,,Wyoming
2018,6,205,LAR,Trevon Young,DE,23,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Louisville
2018,6,206,PHI,Matt Pryor,T,23,2023,0,0,1,13,5,75,0,0,0,0,0,0,0,0,0,0,0,,,,TCU
2014,4,123,SEA,Kevin Norwood,WR,24,2015,0,0,0,1,1,10,0,0,0,0,0,0,0,0,9,102,0,1,,,Alabama
2015,1,7,CHI,Kevin White,WR,23,2022,0,0,0,3,2,30,0,0,0,0,0,1,9,0,28,397,0,2,,,West Virginia
2018,6,209,MIA,Cornell Armstrong,CB,22,2022,0,0,0,3,1,39,0,0,0,0,0,0,0,0,0,0,0,33,,,Southern Miss
2022,5,148,BUF,Khalil Shakir,WR,22,2023,0,0,0,8,8,31,0,0,0,0,0,1,10,0,49,772,3,1,,,Boise St.
2022,6,218,TAM,Ko Kieft,TE,24,2023,0,0,1,1,1,33,0,0,0,0,0,0,0,0,8,82,2,11,,,Minnesota
2018,6,212,BAL,Greg Senat,T,23,2020,0,0,0,1,,10,0,0,0,0,0,0,0,0,0,0,0,,,,Wagner
2018,6,213,MIN,Colby Gossett,G,23,2022,0,0,0,4,,36,0,0,0,0,0,0,0,0,0,0,0,,,,Appalachian St.
2018,6,214,HOU,Peter Kalambayi,LB,23,2020,0,0,0,3,3,41,0,0,0,0,0,0,0,0,0,0,0,17,,,Stanford
2018,6,215,BAL,Bradley Bozeman,C,23,2023,0,0,4,31,24,96,0,0,0,0,0,0,0,0,0,0,0,1,,,Alabama
2018,6,216,OAK,Azeem Victor,LB,22,,0,0,0,,,,,,,,,,,,,,,,,,Washington
2018,6,217,DEN,Keishawn Bierria,ILB,23,2019,0,0,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,3,,,Washington
2018,6,218,MIN,Ade Aruna,DE,24,,0,0,0,,,,,,,,,,,,,,,,,,Tulane
2018,7,221,IND,Matthew Adams,LB,22,2023,0,0,1,13,9,85,0,0,0,0,0,0,0,0,0,0,0,68,,,Houston
2018,7,222,HOU,Jermaine Kelly,CB,23,,0,0,0,,,,,,,,,,,,,,,,,,San Jose St.
2018,7,223,SFO,Jullian Taylor,DT,23,2019,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,11,,,Temple
2020,2,46,DEN,KJ Hamler,WR,21,2022,0,0,0,5,5,23,0,0,0,0,0,11,63,0,42,620,3,,,,Penn St.
2018,7,225,MIN,Devante Downs,LB,22,2020,0,0,0,6,1,36,0,0,0,0,0,0,0,0,0,0,0,27,,,California
2023,7,237,SEA,Kenny McIntosh,RB,23,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia
2018,7,227,MIA,Quentin Poling,LB,24,2019,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio
2016,6,192,BUF,Kolby Listenbee,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,TCU
2018,7,229,MIA,Jason Sanders,K,22,2023,1,0,1,19,19,99,0,0,0,0,0,0,0,0,1,1,1,3,,,New Mexico
2018,7,230,JAX,Leon Jacobs,OLB,22,2020,0,0,1,7,7,29,0,0,0,0,0,0,0,0,0,0,0,50,,2,Wisconsin
2018,7,231,LAR,Travin Howard,OLB,22,2022,0,0,0,3,3,29,0,0,0,0,0,0,0,0,0,0,0,35,1,,TCU
2018,7,232,GNB,James Looney,DE,23,2018,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,California
2018,7,233,PHI,Jordan Mailata,T,21,2023,0,0,3,26,26,62,0,0,0,0,0,0,0,0,0,0,0,1,,,
2018,7,234,CAR,Andre Smith,ILB,21,2023,0,0,0,6,1,62,0,0,0,0,0,0,0,0,0,0,0,35,,,North Carolina
2018,7,235,IND,Zaire Franklin,LB,22,2023,0,0,2,23,23,98,0,0,0,0,0,0,0,0,0,0,0,262,1,4.5,Syracuse
2016,3,73,MIA,Kenyan Drake,RB,22,2023,0,0,2,33,15,104,0,0,0,0,0,869,3866,33,218,1655,8,6,,,Alabama
2019,7,222,CHI,Kerrith Whyte Jr,RB,22,2019,0,0,0,1,,6,0,0,0,0,0,24,122,0,1,9,0,,,,Florida Atlantic
2018,7,238,BAL,Zach Sieler,DE,23,2023,0,0,1,24,0,76,0,0,0,0,0,0,0,0,0,0,0,142,1,20,Ferris St.
2018,7,239,GNB,Hunter Bradley,LS,24,2022,0,0,0,3,3,58,0,0,0,0,0,0,0,0,0,0,0,1,,,Mississippi St.
2022,5,163,TEN,Kyle Philips,WR,23,2023,0,0,0,3,3,13,0,0,0,0,0,0,0,0,23,259,0,,,,UCLA
2018,7,241,WAS,Greg Stroman,CB,22,2023,0,0,0,3,2,29,0,0,0,0,0,0,0,0,0,0,0,47,3,1,Virginia Tech
2018,7,242,CAR,Kendrick Norton,DT,21,,0,0,0,,,,,,,,,,,,,,,,,,Miami (FL)
2018,7,243,NWE,Keion Crossen,CB,22,2022,0,0,0,6,1,75,0,0,0,0,0,0,0,0,0,0,0,85,,1,Western Carolina
2018,7,244,LAR,Justin Lawler,DE,23,2021,0,0,0,1,1,19,0,0,0,0,0,0,0,0,0,0,0,4,,,SMU
2018,7,245,NOR,Will Clapp,C,22,2023,0,0,0,11,4,65,0,0,0,0,0,0,0,0,0,0,0,,,,LSU
2018,7,246,PIT,Joshua Frazier,DT,22,,0,0,0,,,,,,,,,,,,,,,,,,Alabama
2018,7,247,JAX,Logan Cooke,P,23,2023,0,0,1,14,14,95,4,4,33,0,0,0,0,0,0,0,0,2,,,Mississippi St.
2018,7,248,GNB,Kendall Donnerson,OLB,22,,0,0,0,,,,,,,,,,,,,,,,,,SE Missouri St.
2021,1,4,ATL,Kyle Pitts,TE,20,2023,0,1,2,16,16,44,0,0,0,0,0,1,-4,0,149,2049,6,3,,,Florida
2018,2,43,DET,Kerryon Johnson,RB,21,2021,0,0,1,11,11,35,0,0,0,0,0,283,1225,8,61,527,3,,,,Auburn
2018,7,252,CIN,Rod Taylor,G,23,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi
2024,2,34,LAC,Ladd McConkey,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Georgia
2018,7,254,ARI,Korey Cunningham,T,23,2022,0,0,0,4,2,31,0,0,0,0,0,0,0,0,0,0,0,,,,Cincinnati
2016,1,23,MIN,Laquon Treadwell,WR,21,2023,0,0,2,8,5,81,0,0,0,0,0,0,0,0,111,1242,5,3,,,Mississippi
2020,2,42,JAX,Laviska Shenault Jr.,WR,21,2023,0,0,1,12,9,51,0,0,0,0,0,50,252,1,158,1551,6,1,,,Colorado
2018,1,10,ARI,Josh Rosen,QB,21,2021,0,0,1,3,2,24,277,513,2864,12,21,26,151,0,0,0,0,,,,UCLA
2017,4,135,PIT,Joshua Dobbs,QB,22,2023,0,0,0,8,0,21,312,502,2920,15,13,91,496,6,0,0,0,,,,Tennessee
2021,1,11,CHI,Justin Fields,QB,22,2023,0,0,1,34,34,40,578,958,6674,40,30,356,2220,14,0,0,0,,,,Ohio St.
2020,1,6,LAC,Justin Herbert,QB,22,2023,0,1,3,52,52,62,1613,2422,17223,114,42,224,911,11,3,0,0,2,,,Oregon
2014,6,194,BAL,Keith Wenning,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,Ball St.
2021,3,66,MIN,Kellen Mond,QB,22,2021,0,0,0,0,0,1,2,3,5,0,0,0,0,0,0,0,0,,,,Texas A&M
2022,1,20,PIT,Kenny Pickett,QB,24,2023,0,0,1,13,13,25,446,713,4474,13,13,97,291,4,0,0,0,2,,,Pittsburgh
2016,5,162,KAN,Kevin Hogan,QB,23,2021,0,0,0,2,,9,60,101,621,4,7,18,176,1,0,0,0,,,,Stanford
2018,4,108,NYG,Kyle Lauletta,QB,23,2018,0,0,0,0,0,2,0,5,0,0,1,1,-2,0,0,0,0,,,,Richmond
2021,2,64,TAM,Kyle Trask,QB,23,2023,0,0,0,0,0,3,3,10,23,0,0,1,-1,0,0,0,0,,,,Florida
2019,1,1,ARI,Kyler Murray,QB,22,2023,0,2,4,57,57,65,1492,2239,15647,94,46,425,2448,26,0,7,0,,,,Oklahoma
2018,1,32,BAL,Lamar Jackson,QB,21,2023,2,3,4,84,84,86,1362,2112,15887,125,45,875,5258,29,0,0,0,1,,,Louisville
2014,4,120,ARI,Logan Thomas,QB,23,2023,0,0,2,15,0,94,3,11,124,1,0,4,7,0,219,2002,16,10,,,Virginia Tech
2018,7,249,CIN,Logan Woodside,QB,23,2023,0,0,0,0,,13,4,7,34,0,1,14,10,0,0,0,0,,,,Toledo
2018,6,199,TEN,Luke Falk,QB,23,2019,0,0,0,1,,3,47,73,416,0,3,0,0,0,0,0,0,,,,Washington St.
2017,1,1,CLE,Myles Garrett,DE,21,2023,3,5,6,79,79,100,0,0,0,0,0,0,0,0,0,0,0,210,,88.5,Texas A&M
2017,1,3,SFO,Solomon Thomas,DE,22,2023,0,0,2,19,15,99,0,0,0,0,0,0,0,0,0,0,0,118,,15,Stanford
2022,6,183,NWE,Kevin Harris,RB,21,2023,0,0,0,1,1,9,0,0,0,0,0,34,117,2,3,58,0,,,,South Carolina
2016,3,86,MIA,Leonte Carroo,WR,22,2018,0,0,0,2,2,37,0,0,0,0,0,1,14,0,12,192,2,2,,,Rutgers
2017,1,6,NYJ,Jamal Adams,S,21,2023,1,3,5,43,29,80,0,0,0,0,0,0,0,0,0,0,0,362,4,21.5,LSU
2024,3,100,WAS,Luke McCaffrey,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,Rice
2017,7,241,TEN,Khalfani Muhammad,RB,22,,0,0,0,,,,,,,,,,,,,,,,,,California
2020,3,80,LVR,Lynn Bowden Jr.,WR,22,2023,0,0,0,3,,26,1,2,32,0,0,14,64,0,39,294,0,,,,Kentucky
2017,1,11,NOR,Marshon Lattimore,CB,21,2023,0,4,5,40,40,90,0,0,0,0,0,0,0,0,0,0,0,304,15,,Ohio St.
2017,1,13,ARI,Haason Reddick,LB,22,2023,0,2,4,43,14,114,0,0,0,0,0,0,0,0,0,0,0,263,,58,Temple
2017,1,14,PHI,Derek Barnett,DE,21,2023,0,0,3,24,22,79,0,0,0,0,0,0,0,0,0,0,0,107,,24,Tennessee
2017,1,15,IND,Malik Hooker,S,21,2023,0,0,3,21,13,83,0,0,0,0,0,0,0,0,0,0,0,182,12,,Ohio St.
2017,1,16,BAL,Marlon Humphrey,CB,21,2023,1,3,5,49,49,100,0,0,0,0,0,0,0,0,0,0,0,303,13,5.5,Alabama
2017,1,17,WAS,Jonathan Allen,DE,22,2023,0,2,5,48,48,101,0,0,0,0,0,0,0,0,0,0,0,225,1,39,Alabama
2017,1,18,TEN,Adoree' Jackson,CB,21,2023,0,0,5,26,15,83,0,0,0,0,0,5,55,0,0,0,0,312,4,,USC
2021,4,127,IND,Kylen Granson,TE,23,2023,0,0,0,6,6,45,0,0,0,0,0,2,2,0,72,776,1,6,,,SMU
2017,1,20,DEN,Garett Bolles,T,25,2023,0,0,5,41,41,99,0,0,0,0,0,0,0,0,0,0,0,,,,Utah
2017,1,21,DET,Jarrad Davis,LB,22,2022,0,0,3,22,20,68,0,0,0,0,0,0,0,0,0,0,0,226,1,11,Florida
2017,1,22,MIA,Charles Harris,OLB,22,2023,0,0,1,15,4,90,0,0,0,0,0,0,0,0,0,0,0,96,,16.5,Missouri
2021,5,145,JAX,Luke Farrell,TE,23,2023,0,0,0,1,1,49,0,0,0,0,0,0,0,0,24,251,0,2,,,Ohio St.
2017,1,24,OAK,Gareon Conley,CB,22,2019,0,0,1,9,7,31,0,0,0,0,0,0,0,0,0,0,0,65,4,,Ohio St.
2017,1,25,CLE,Jabrill Peppers,S,21,2023,0,0,4,29,11,93,0,0,0,0,0,0,0,0,0,0,0,311,6,5.5,Michigan
2017,1,26,ATL,Takkarist McKinley,DE,21,2022,0,0,2,15,13,64,0,0,0,0,0,0,0,0,0,0,0,63,,20,UCLA
2017,1,27,BUF,Tre'Davious White,CB,22,2023,1,2,5,48,48,82,0,0,0,0,0,0,0,0,0,0,0,242,18,3,LSU
2017,1,28,DAL,Taco Charlton,DE,22,2022,0,0,0,9,6,60,0,0,0,0,0,0,0,0,0,0,0,54,,11.5,Michigan
2023,2,42,GNB,Luke Musgrave,TE,23,2023,0,0,0,3,3,11,0,0,0,0,0,0,0,0,34,352,1,,,,Oregon St.
2017,1,30,PIT,T.J. Watt,OLB,22,2023,4,6,6,80,80,104,0,0,0,0,0,0,0,0,0,0,0,291,7,96.5,Wisconsin
2017,1,31,SFO,Reuben Foster,LB,23,2018,0,0,2,8,8,16,0,0,0,0,0,0,0,0,0,0,0,84,,,Alabama
2017,1,32,NOR,Ryan Ramczyk,T,23,2023,1,0,5,65,65,101,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin
2017,2,33,GNB,Kevin King,CB,22,2021,0,0,3,15,15,51,0,0,0,0,0,0,0,0,0,0,0,158,7,1,Washington
2017,2,34,JAX,Cam Robinson,T,21,2023,0,0,5,34,34,84,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama
2017,2,35,SEA,Malik McDowell,DT,21,2021,0,0,1,6,,15,0,0,0,0,0,0,0,0,0,0,0,19,,3,Michigan St.
2017,2,36,ARI,Budda Baker,S,21,2023,2,6,5,51,51,105,0,0,0,0,0,0,0,0,0,0,0,526,7,7.5,Washington
2017,4,118,PHI,Mack Hollins,WR,23,2023,0,0,1,14,3,95,1,1,4,0,0,4,40,0,131,1691,10,20,,,North Carolina
2017,2,38,LAC,Forrest Lamp,G,23,2021,0,0,1,8,8,26,0,0,0,0,0,0,0,0,0,0,0,,,,Western Kentucky
2017,2,39,NYJ,Marcus Maye,S,24,2023,0,0,5,27,21,77,0,0,0,0,0,0,0,0,0,0,0,288,8,4.5,Florida
2024,3,65,NYJ,Malachi Corley,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Western Kentucky
2021,6,217,CHI,Khalil Herbert,RB,23,2023,0,0,0,12,12,42,0,0,0,0,0,364,1775,8,43,287,2,5,,,Virginia Tech
2017,2,42,NOR,Marcus Williams,S,20,2023,0,0,6,30,24,97,0,0,0,0,0,0,0,0,0,0,0,318,20,1,Utah
2017,2,43,PHI,Sidney Jones,CB,21,2023,0,0,2,11,5,60,0,0,0,0,0,0,0,0,0,0,0,115,4,,Washington
2023,2,58,DAL,Luke Schoonmaker,TE,24,2023,0,0,0,1,1,17,0,0,0,0,0,0,0,0,8,65,2,2,,,Michigan
2015,6,195,CLE,Malcolm Johnson,TE,23,2016,0,0,0,0,0,19,0,0,0,0,0,1,2,0,9,59,0,,,,Mississippi St.
2017,2,46,IND,Quincy Wilson,CB,21,2022,0,0,0,4,4,33,0,0,0,0,0,0,0,0,0,0,0,49,2,,Florida
2017,2,47,BAL,Tyus Bowser,OLB,22,2022,0,0,1,19,19,89,0,0,0,0,0,0,0,0,0,0,0,93,4,19.5,Houston
2017,2,49,WAS,Ryan Anderson,OLB,23,2022,0,0,0,6,6,57,0,0,0,0,0,0,0,0,0,0,0,56,,6,Alabama
2017,2,50,TAM,Justin Evans,S,22,2023,0,0,2,10,8,43,0,0,0,0,0,0,0,0,0,0,0,119,4,,Texas A&M
2017,2,51,DEN,DeMarcus Walker,DE,22,2023,0,0,0,17,6,83,0,0,0,0,0,0,0,0,0,0,0,92,,23,Florida St.
2017,2,53,DET,Teez Tabor,CB,21,2023,0,0,0,5,3,39,0,0,0,0,0,0,0,0,0,0,0,47,,,Florida
2017,2,54,MIA,Raekwon McMillan,LB,21,2022,0,0,2,13,9,61,0,0,0,0,0,0,0,0,0,0,0,147,,1,Ohio St.
2017,2,55,NYG,Dalvin Tomlinson,DT,23,2023,0,0,6,41,24,109,0,0,0,0,0,0,0,0,0,0,0,155,,16,Alabama
2017,2,56,OAK,Obi Melifonwu,S,23,2018,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,9,,,Connecticut
2017,2,57,HOU,Zach Cunningham,LB,22,2023,0,0,4,36,29,95,0,0,0,0,0,0,0,0,0,0,0,446,1,6.5,Vanderbilt
2017,2,58,SEA,Ethan Pocic,C,22,2023,0,0,2,28,19,85,0,0,0,0,0,0,0,0,0,0,0,,,,LSU
2017,2,59,KAN,Tanoh Kpassagnon,DE,23,2023,0,0,2,21,14,101,0,0,0,0,0,0,0,0,0,0,0,93,,16.5,Villanova
2017,2,60,DAL,Chidobe Awuzie,CB,22,2023,0,0,4,25,15,86,0,0,0,0,0,0,0,0,0,0,0,273,6,,Colorado
2017,2,61,GNB,Josh Jones,S,22,2022,0,0,1,11,5,70,0,0,0,0,0,0,0,0,0,0,0,193,2,3,North Carolina St.
2017,7,247,GNB,Malachi Dupre,WR,21,2018,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,LSU
2017,2,63,BUF,Dion Dawkins,G,23,2023,0,3,6,56,56,112,0,0,0,0,0,0,0,0,2,8,2,2,,,Temple
2017,2,64,CAR,Taylor Moton,G,23,2023,0,0,5,38,38,115,0,0,0,0,0,0,0,0,0,0,0,2,,,Western Michigan
2017,3,65,CLE,Larry Ogunjobi,DT,23,2023,0,0,5,40,20,109,0,0,0,0,0,0,0,0,0,0,0,183,,26,Charlotte
2017,3,66,SFO,Ahkello Witherspoon,CB,22,2023,0,0,2,20,12,77,0,0,0,0,0,0,0,0,0,0,0,173,11,,Colorado
2024,6,181,LAC,Kimani Vidal,RB,23,,0,0,0,,,,,,,,,,,,,,,,,,Troy
2017,3,68,JAX,Dawuane Smoot,DE,22,2023,0,0,0,15,15,99,0,0,0,0,0,0,0,0,0,0,0,94,,23.5,Illinois
2016,4,112,NWE,Malcolm Mitchell,WR,24,2016,0,0,0,4,4,14,0,0,0,0,0,0,0,0,32,401,4,,,,Georgia
2017,3,70,MIN,Pat Elflein,C,23,2022,0,0,3,26,20,65,0,0,0,0,0,0,0,0,0,0,0,1,,,Ohio St.
2017,3,71,LAC,Dan Feeney,G,23,2023,0,0,4,32,27,112,0,0,0,0,0,0,0,0,0,0,0,,,,Indiana
2024,1,6,NYG,Malik Nabers,WR,21,,0,0,0,,,,,,,,,,,,,,,,,,LSU
2017,3,73,CIN,Jordan Willis,OLB,22,2022,0,0,0,8,4,69,0,0,0,0,0,0,0,0,0,0,0,55,,10.5,Kansas St.
2017,3,74,BAL,Chris Wormley,DE,23,2023,0,0,3,17,8,85,0,0,0,0,0,0,0,0,0,0,0,81,,11,Michigan
2017,3,75,ATL,Duke Riley,LB,23,2023,0,0,2,18,7,107,0,0,0,0,0,0,0,0,0,0,0,164,1,2,LSU
2017,3,76,NOR,Alex Anzalone,LB,22,2023,0,0,2,26,9,85,0,0,0,0,0,0,0,0,0,0,0,296,3,9.5,Florida
2017,3,77,CAR,Daeshon Hall,DE,22,2019,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,6,,1.5,Texas A&M
2017,3,78,BAL,Tim Williams,OLB,23,2019,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,13,,2,Alabama
2024,6,184,MIA,Malik Washington,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,Virginia
2017,3,80,IND,Tarell Basham,DE,23,2022,0,0,1,13,1,82,0,0,0,0,0,0,0,0,0,0,0,70,1,11,Ohio
2017,3,81,WAS,Fabian Moreau,CB,23,2023,0,0,3,20,8,106,0,0,0,0,0,0,0,0,0,0,0,211,7,,UCLA
2018,7,228,OAK,Marcell Ateman,WR,23,2021,0,0,0,2,2,19,0,0,0,0,0,0,0,0,20,270,1,,,,Oklahoma St.
2017,3,83,NWE,Derek Rivers,DE,23,2021,0,0,0,4,2,24,0,0,0,0,0,0,0,0,0,0,0,11,,3.5,Youngstown St.
2019,6,203,ATL,Marcus Green,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,La-Monroe
2017,3,85,NWE,Antonio Garcia,T,23,,0,0,0,,,,,,,,,,,,,,,,,,Troy
2021,7,256,GNB,Kylin Hill,RB,23,2022,0,0,0,0,0,10,0,0,0,0,0,11,31,0,1,5,0,1,,,Mississippi St.
2017,3,88,OAK,Eddie Vanderdoes,DT,22,2019,0,0,1,5,5,19,0,0,0,0,0,0,0,0,0,0,0,18,,,UCLA
2022,5,164,LAR,Kyren Williams,RB,22,2023,0,1,0,12,12,22,0,0,0,0,0,263,1283,12,41,282,3,2,,,Notre Dame
2017,3,90,SEA,Shaquill Griffin,DB,22,2023,0,1,5,28,21,89,0,0,0,0,0,0,0,0,0,0,0,291,7,1,Central Florida
2017,3,91,LAR,John Johnson,S,21,2023,0,0,5,28,18,103,0,0,0,0,0,0,0,0,0,0,0,366,14,1,Boston Col.
2017,3,92,DAL,Jourdan Lewis,CB,22,2023,0,0,2,20,20,99,0,0,0,0,0,2,12,0,0,0,0,236,9,8.5,Michigan
2017,3,93,GNB,Montravius Adams,DT,22,2023,0,0,1,14,4,85,0,0,0,0,0,0,0,0,0,0,0,52,,1.5,Auburn
2017,3,94,PIT,Cameron Sutton,CB,22,2023,0,0,2,20,16,101,0,0,0,0,0,0,0,0,0,0,0,193,9,2,Tennessee
2017,3,95,SEA,Lano Hill,S,21,2020,0,0,0,5,5,42,0,0,0,0,0,0,0,0,0,0,0,41,,,Michigan
2015,7,238,CIN,Mario Alford,WR,23,2016,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,15,0,,,,West Virginia
2017,3,97,MIA,Cordrea Tankersley,CB,23,2020,0,0,1,4,4,19,0,0,0,0,0,0,0,0,0,0,0,28,,,Clemson
2014,2,39,JAX,Marqise Lee,WR,22,2019,0,0,2,17,17,59,1,2,20,1,0,16,100,0,174,2184,8,,,,USC
2017,3,99,PHI,Rasul Douglas,CB,23,2023,0,0,2,24,7,105,0,0,0,0,0,0,0,0,0,0,0,313,19,2,West Virginia
2018,3,86,BAL,Mark Andrews,TE,23,2023,1,3,1,43,43,87,0,0,0,0,0,5,8,0,381,4857,40,5,,,Oklahoma
2017,3,101,DEN,Brendan Langley,CB,22,2018,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,6,,,Lamar
2017,3,102,SEA,Nazair Jones,DT,22,2018,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,12,1,2,North Carolina
2017,3,103,NOR,Trey Hendrickson,OLB,22,2023,0,3,3,43,11,93,0,0,0,0,0,0,0,0,0,0,0,118,,59.5,Florida Atlantic
2020,4,120,NYJ,La'Mical Perine,RB,22,2023,0,0,0,3,2,17,0,0,0,0,0,94,340,2,14,96,0,,,,Florida
2021,6,203,BUF,Marquez Stevenson,WR,23,2021,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,Houston
2017,3,107,TAM,Kendell Beckwith,ILB,22,2017,0,0,0,5,5,16,0,0,0,0,0,0,0,0,0,0,0,60,,1,LSU
2017,4,108,GNB,Vince Biegel,LB,24,2021,0,0,1,5,1,43,0,0,0,0,0,0,0,0,0,0,0,42,1,2.5,Wisconsin
2017,4,109,MIN,Jaleel Johnson,DT,23,2023,0,0,1,16,12,86,0,0,0,0,0,0,0,0,0,0,0,76,,7.5,Iowa
2018,5,174,GNB,Marquez Valdes-Scantling,WR,23,2023,0,0,4,26,18,92,0,0,0,0,0,9,48,0,186,3155,16,4,,,South Florida
2017,4,111,SEA,Tedric Thompson,S,22,2021,0,0,2,9,8,38,0,0,0,0,0,0,0,0,0,0,0,63,3,,Colorado
2017,4,112,CHI,Eddie Jackson,S,23,2023,1,2,6,45,45,100,0,0,0,0,0,0,0,0,0,0,0,355,15,2,Alabama
2017,4,113,LAC,Rayshawn Jenkins,S,23,2023,0,0,4,28,11,109,0,0,0,0,0,0,0,0,0,0,0,310,10,3.5,Miami (FL)
2014,6,186,WAS,Lache Seastrunk,RB,23,,0,0,0,,,,,,,,,,,,,,,,,,Baylor
2017,4,115,ARI,Dorian Johnson,G,22,,0,0,0,,,,,,,,,,,,,,,,,,Pittsburgh
2017,4,116,CIN,Carl Lawson,OLB,22,2023,0,0,2,18,10,74,0,0,0,0,0,0,0,0,0,0,0,69,,27,Auburn
2019,1,25,BAL,Marquise Brown,WR,22,2023,0,0,3,34,24,72,0,0,0,0,0,5,30,0,313,3644,28,3,,,Oklahoma
2014,4,118,PIT,Martavis Bryant,WR,22,2018,0,0,1,19,17,44,0,0,0,0,0,17,94,1,145,2183,17,,,,Clemson
2021,6,198,LAC,Larry Rountree,RB,22,2022,0,0,0,1,1,16,0,0,0,0,0,49,106,1,3,13,0,,,,Missouri
2017,4,120,MIN,Ben Gedeon,ILB,22,2019,0,0,1,15,15,39,0,0,0,0,0,0,0,0,0,0,0,60,,,Michigan
2017,1,4,JAX,Leonard Fournette,RB,22,2023,0,0,5,38,19,81,0,2,0,0,1,1144,4518,34,312,2219,7,1,,,LSU
2017,4,122,BAL,Nico Siragusa,G,23,,0,0,0,,,,,,,,,,,,,,,,,,San Diego St.
2017,4,123,WAS,Montae Nicholson,S,21,2019,0,0,1,10,10,35,0,0,0,0,0,0,0,0,0,0,0,92,3,,Michigan St.
2017,4,124,DET,Jalen Reeves-Maybin,LB,22,2023,0,1,1,16,15,104,1,1,31,0,0,2,3,0,0,0,0,145,,1.5,Tennessee
2017,4,125,LAR,Samson Ebukam,OLB,22,2023,0,0,5,36,19,113,0,0,0,0,0,0,0,0,0,0,0,176,1,33,Eastern Washington
2017,4,126,CLE,Howard Wilson,CB,21,,0,0,0,,,,,,,,,,,,,,,,,,Houston
2017,7,251,CIN,Mason Schreck,TE,23,2022,0,0,0,0,0,26,0,0,0,0,0,0,0,0,2,6,0,1,,,Buffalo
2024,1,4,ARI,Marvin Harrison Jr.,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Ohio St.
2017,4,129,OAK,David Sharpe,T,21,2023,0,0,0,4,3,45,0,0,0,0,0,0,0,0,0,0,0,,,,Florida
2017,4,130,HOU,Julie'n Davenport,T,22,2021,0,0,2,16,10,60,0,0,0,0,0,0,0,0,0,0,0,,,,Bucknell
2017,4,131,NWE,Deatrich Wise Jr.,DE,23,2023,0,0,2,36,36,111,0,0,0,0,0,0,0,0,0,0,0,161,,29,Arkansas
2023,7,235,GNB,Lew Nichols,RB,22,,0,0,0,,,,,,,,,,,,,,,,,,Central Michigan
2023,2,63,DEN,Marvin Mims Jr.,WR,21,2023,0,1,0,5,5,16,0,0,0,0,0,9,30,0,22,377,1,,,,Oklahoma
2014,4,138,BAL,Lorenzo Taliaferro,RB,22,2016,0,0,0,3,3,19,0,0,0,0,0,82,339,5,16,153,0,4,,,Coastal Carolina
2017,4,136,ATL,Sean Harlow,G,22,2023,0,0,0,5,0,41,0,0,0,0,0,0,0,0,0,0,0,,,,Oregon St.
2017,4,137,IND,Zach Banner,T,23,2021,0,0,0,2,,30,0,0,0,0,0,0,0,0,0,0,0,,,,USC
2017,4,138,CIN,Ryan Glasgow,DT,23,2020,0,0,0,3,3,26,0,0,0,0,0,0,0,0,0,0,0,21,,,Michigan
2014,6,190,MIA,Matt Hazel,WR,22,2017,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,,,,Coastal Carolina
2020,7,246,MIA,Malcolm Perry,RB,23,2020,0,0,0,1,1,9,0,0,0,0,0,3,5,0,9,92,1,,,,Navy
2017,4,142,HOU,Carlos Watkins,DT,23,2023,0,0,1,19,9,71,0,0,0,0,0,0,0,0,0,0,0,72,1,6,Clemson
